,Qty_Ordered,Hour,Day,DayOfWeek,Month,Inspection,Average_Deviation_Station,Average_Station_Weekly,Average_Station_Hourly,Percentage_Blocks
0,30000.0,16,29,4,11,0,0.7866666666666676,0.8932752613240421,1.0866666666666682,0.0
1,30000.0,16,29,4,11,0,0.8066666666666675,0.8932752613240421,1.0866666666666682,0.0
2,30000.0,16,29,4,11,0,1.0066666666666682,0.8932752613240421,1.0866666666666682,0.0
3,20000.0,17,29,4,11,0,1.0866666666666682,0.8932752613240421,1.0217460317460318,0.0
